instances,features,targets,sillhouette,unbalanced,n_binary_features,majority_class_size,minority_class_size,features_with_na,missing_values,overlap,f1_score
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.1,0.3893025235281412
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.2,0.3990152765600257
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.3,0.4006711480063581
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.4,0.4032566371146384
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.5,0.4099610419263595
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.6,0.41172875062198905
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.7,0.4126436541530799
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.8,0.4166076984010513
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.9,0.41433604277990665
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,1.0,0.41735493726872575
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.0,0.9346666666666664
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.1,0.9546666666666662
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.2,0.9519999999999996
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.3,0.9466666666666668
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.4,0.9466666666666668
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.5,0.9473333333333334
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.6,0.9480000000000004
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.7,0.9493333333333336
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.8,0.9526666666666668
150,4,3,0.503250698067,1.0,0,50,50,0,0,0.9,0.9526666666666668
150,4,3,0.503250698067,1.0,0,50,50,0,0,1.0,0.9533333333333336
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.0,0.497960464402112
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.1,0.4601486720754453
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.2,0.5181116278839388
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.3,0.5287702259601574
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.4,0.5560598383310056
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.5,0.5301422974432127
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.6,0.5485117190208725
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.7,0.5346221631152982
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.8,0.5568149573538588
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.9,0.5689135734593402
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,1.0,0.5683644437179904
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.0,0.8715386418754586
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.1,0.8765888312917052
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.2,0.8750328775565545
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.3,0.8792711717527996
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.4,0.8799932730013392
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.5,0.8823128534661652
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.6,0.8819575997635966
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.7,0.8807587980874249
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.8,0.8780985542152082
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,0.9,0.8777161046188034
4435,36,6,0.172416812418,0.956836069479,0,1072,415,0,0,1.0,0.8742744548468848
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.0,0.7067805514177645
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.1,0.7113230179865893
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.2,0.7166625050791141
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.3,0.7189323079514183
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.4,0.7175846715226644
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.5,0.7177672757423976
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.6,0.7214725397573889
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.7,0.7226283052555612
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.8,0.7213863276853694
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.9,0.7204399492755746
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,1.0,0.7228859039979559
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.0,0.5098446194225119
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.1,0.5257970158836449
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.2,0.5209025545981988
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.3,0.5251734902975541
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.4,0.5239986332586284
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.5,0.5302371057123785
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.6,0.5355396261950089
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.7,0.5321198796957433
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.8,0.5348503171960258
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,0.9,0.5318851200180922
1885,136,7,0.035246845838599994,0.7210359861310001,125,982,4,0,0,1.0,0.5341469016248017
1885,136,7,0.0318597487581,0.7684871181890001,125,976,61,0,0,0.0,0.5140366845732329
1885,136,7,0.0318597487581,0.7684871181890001,125,976,61,0,0,0.1,0.5142635362759606
1885,136,7,0.0318597487581,0.7684871181890001,125,976,61,0,0,0.2,0.5171759004736844
